,Sarcasmo,corrected,corrections,token_count,unique_token_count,nostop_count,sent_count,ner_count,comma,question,exclamation,quotation,organization,caps,person,location,money,time,date,percent,noun,adj,pron,verb,cconj,adv,det,propn,num,part,intj,exclamation_2,noun_2,sent_count_2,exclamation_x_noun,nostop_count_x_intj,noun_x_cconj,texto
29,0,Llévanos solo él y préstame una camisa,1,7,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,0,0,0,0,0,9,1,0,0,3,llevano solo el y prestamar uno camisa
30,0,"Es la mejor, es muy listo. Se aprovecha de mis precios bajos",0,14,14,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,2,0,0,0,0,0,1,4,0,0,0,"ser el mejor, ser mucho listo. el aprovechar de mi precio bajo"
31,0,¿Es que estás de su lado? Ese cabrón ha amenazado a hacer daño a AJ. Que ahora que lo pienso es la culpable de todo esto...,1,30,27,14,3,3,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,4,0,1,4,1,0,0,0,0,9,9,0,0,0,¿ser que estar de su lado? ese cabron haber amenazar a hacer daño a aj. que ahora que el pensar ser el culpable de todo este...
32,1,"Sí, sí, ya nos cansamos de que nuestros niños se golpeen en el campo y se lastimen. Hagamos el sarcasmo bol el deporte oficial en todas las escuelas",2,31,26,15,2,0,2,0,0,0,0,0,0,0,0,0,0,0,6,1,3,4,1,1,6,0,0,0,2,0,36,4,0,30,6,"si, si, ya yo cansir de que nuestro niño el golpeir en el campo y el lastimir. hacer el sarcasmo bol el deporte oficial en todo el escuela"
33,0,"Eh, ya está bien",0,5,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,"eh, ya estar bien"
34,0,Me ha puñado literalmente por la espalda,0,7,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,yo haber puñar literalmente por el espalda
35,0,"Literalmente, por la espalda, puñalada",0,7,6,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,"literalmente, por el espalda, puñalado"
36,0,"Sheili tiene trece? Claro, claro, cielos. Villi, alguna vez te conté que tuve un pastor escocés llamado Patios?",3,24,21,17,3,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2,1,3,0,2,2,3,1,0,0,0,9,9,0,0,0,"sheili tener trece? claro, claro, cie el. villi, alguno vez tu contar que tener uno pastor escoces llamado patios?"
37,0,¿Para criar a mi hija?,0,7,7,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,¿para criar a mi hija?
38,0,Es la misma corbata que tenía el Rey Enrique V,0,10,10,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,3,0,0,0,0,1,1,0,0,0,ser el mismo corbata que tener el rey enrique v
39,1,Se acabó. Debería irme a casa y olvidarme de lo que este deporte me ha hecho. ¡Qué miles de personas jueguen el sarcasmo bol y terminen como yo!,3,32,29,18,3,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,6,6,2,0,2,0,1,0,0,1,25,9,5,0,10,el acabar. deber ir yo a casa y olvidar yo de el que este deporte yo haber hacer. ¡que mil de persona jugar el sarcasmo bol y terminir como yo!
40,0,"Vamos gente, veamos a esa regla de las patadas y regresemos al futbol",0,14,14,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,2,0,0,0,0,0,16,1,0,0,4,"ir gente, veamos a ese regla de el patada y regres al futbol"
41,0,Así es justo cómo murió Brea,1,6,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,asi ser justo como morir brea
42,0,"No, mis compañeros lo inventaron para que Slate me llevara a usted y que usted me trajera aquí",1,19,16,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3,1,2,1,1,0,0,0,0,1,1,0,0,1,"no, mi compañero el inventar para que slate yo llevar a usted y que usted yo traer aqui"
43,0,Sí,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,si
44,0,Te lo dije,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,tu el decir
45,0,Y pierde unos quilicos,1,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,y perder uno quilico
46,0,"Brandy, primero permíteme agradecerte por tomar un juego que amamos y convertirlo en una pesadilla. ¡Muy bien hecho!",2,22,22,13,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,4,1,3,2,2,0,0,0,1,4,4,2,0,2,"brandy, primero permitemir agradecerte por tomar uno juego que amamos y convertir el en uno pesadilla. ¡mucho bien hecho!"
47,0,"Cielos, mi abuelo pagó seis mil dólares para algo que casi no tiene valor alguno. Cómo, ¿cómo puede ocurrir algo semejante?",2,26,24,14,2,1,2,1,0,0,0,0,0,0,0,0,0,0,3,1,5,3,0,2,2,1,2,0,0,0,9,4,0,0,0,"cielos, mi abuelo pagar seis mil dolares para algo que casi no tener valor alguno. como, ¿como poder ocurrir algo semejante?"
48,0,Vale,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,vale
49,0,"Vale, sí, ten cuidado. ",0,7,6,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,6,0,"vale, si, tir cuidado."
50,0,Y ha venido un tal señor Ley para verla,0,9,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,2,1,0,0,0,0,1,1,0,0,1,y haber venir uno tal señor ley para ver el
51,0,"No te preocupes, tiene que haber otro lugar donde compren oro cerca",0,13,13,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,2,1,0,0,0,0,0,4,1,0,0,0,"no tu preocupar, tener que haber otro lugar donde comprir oro cerca"
52,0,"Al suelo, mire, ¿qué estás? Uy, estaba haciendo un simulacro. Les estaba poniendo en prueba, buen trabajo.",0,25,20,18,3,2,4,1,0,0,0,0,0,0,0,0,0,0,4,1,2,4,0,0,1,1,0,0,0,0,16,9,0,0,0,"al suelo, mire, ¿que estar? uy, estar hacer uno simulacro. el estar poner en prueba, buen trabajo."
53,0,"Hagámoslo. Stan, abróchame el sostén",1,7,7,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,4,4,0,6,0,"hagamoslo. stan, abrochame el sosten"
54,0,Y calla. ¿Y qué operación está llevando a cabo CIA en Argentina?,0,15,14,11,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,2,0,0,0,0,4,4,0,0,4,y callar. ¿y que operacion estar llevar a cabo cia en argentina?
55,0,¿Y por qué nosotros? ¿No es mejor que quede en casa en la CIA?,0,18,15,9,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,0,0,0,0,1,4,0,0,1,¿y por que yo? ¿no ser mejor que quedar en casa en el cia?
56,0,"""¿Por qué no les gritan a los encargados de fundir el oro? El refrán hindú dice:""""quien lo fundió, lo generó""""""",3,27,23,18,2,1,1,1,0,6,0,0,0,0,0,0,0,0,2,2,4,5,0,1,3,0,0,0,0,0,4,4,0,0,0,"""¿por que no el gritar a el encargado de fundir el oro? el refran hindu dice:""""quien el fundir, el generar"""""""
57,0,"No, les maquillaron los de la CIA que les queda muy realista",0,13,12,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,2,1,0,0,0,0,0,1,0,0,0,"no, el maquillar el de el cia que el quedar mucho realista"
58,0,"Como una mujer despechada, ¿te acuerdas de que te despeché un poco la última vez que nos vimos?",0,21,19,9,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,4,3,0,1,3,0,0,0,0,0,4,1,0,0,0,"como uno mujer despechado, ¿tu acuerdir de que tu despeche uno poco el ultimo vez que yo ver?"
59,0,Es cierto,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ser cierto
60,0,"Caray, conduce de puta pena",0,6,6,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,"caray, conducir de puto pena"
61,0,"Esta Lana, mira que montar esto solo para que le llamara y pidiera ayuda. Y Slate con sangre falsa. Qué pena da el pobre",1,27,25,17,4,3,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,2,0,3,2,0,0,0,0,9,16,0,0,6,"este lana, mirar que montar este solo para que el llamar y pedir ayuda. y ser el tu con sangre falso. que pena dar el pobre"
62,0,¿Dónde está?,0,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,¿donde estar?
63,0,"Y bien, qué está pasando allí",0,7,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,"y bien, que estar pasar alli"
64,0,Claro que sí. ¿Puedo cogerla?,1,8,8,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,claro que si. ¿poder coger el?
65,0,"Mmm, pero estás guapa, más rellenito de lo que recuerdo",1,12,11,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,"mmm, pero estar guapo, mas rellenito de el que recordar"
66,0,"Cuenta, coge lo que necesites, me figuro que unas pilas nuevas, y vamos a sacarte da aquí.",1,21,18,10,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,6,1,1,1,0,0,0,0,0,1,1,0,0,1,"cuenta, coger el que necesit, yo figurar que uno pila nuevo, y ir a sacarte dar aqui."
67,0,"No, no dispares. Allí está el bebé",0,9,9,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,0,0,0,0,0,1,4,0,0,0,"no, no dispar. alli estar el bebe"
68,1,¿Haber cruzado el río grande?,1,7,7,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,¿haber cruzar el rio grande?
69,0,"Sí, aquí hay uno",0,5,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,"si, aqui haber uno"
70,1,"Vagamente. Pero si lo que quieres es venganza, ¿por qué no me matas?",0,17,17,9,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,2,0,0,0,0,0,0,1,4,0,0,1,"vagamente. pero si el que querer ser venganza, ¿por que no yo matar?"
71,0,Pero hay otras mesas,0,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,pero haber otro mesa
72,0,"Oye, oye, tienes que escuchar, no sé qué pasa aquí, pero tienes que darme la niña.",0,21,16,13,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,2,1,0,0,0,0,0,1,1,0,0,1,"oye, oir, tener que escuchar, no saber que pasar aqui, pero tener que dar yo el niña."
73,1,"Corten, perdón, voy de nuevo. Intento decir que deberíamos tener diez ligas de sarcasmo bol y así todos pueden jugar. ¡Ah, mierda!",1,29,25,17,3,2,3,0,1,0,0,0,0,0,0,0,0,0,4,1,1,6,1,1,0,0,1,0,2,1,16,9,4,34,4,"corten, perdon, ir de nuevo. intentar decir que debeer tener diez liga de sarcasmo bol y asi todo poder jugar. ¡ah, mierda!"
74,0,Voy a pedir refuerzos,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,ir a pedir refuerzo
75,0,"¿Podríamos dejarlo ya, por favor?",0,8,8,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,"¿poder dejar el ya, por favor?"
76,0,"Oh, bien, Cutters. Es la brújula de amistad. Cuando hay amigos tuyos en el área, tu pequeña brújula indica donde están. Apunta hacia arriba, porque Jesús es tu amigo",1,36,29,21,4,3,4,0,0,0,0,0,0,0,0,0,0,0,6,2,1,3,0,2,4,2,0,0,1,0,36,16,0,21,0,"oh, bien, cutters. ser el brujula de amistad. cuando haber amigo tuyo en el area, tu pequeño brujula indicar donde estar. apuntar hacia arriba, porque jesus ser tu amigo"
77,0,No tengo el urdu tan fresco como pensaba,0,8,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,no tener el urdu tanto fresco como pensar
78,0,"Joder, en fin, dudo que el robot tenga Bourbon y no me áptese tres en uno con cola, al menos que no haya, literalmente, nada más que beber",1,33,25,13,1,2,5,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,1,5,1,2,1,0,0,0,16,1,0,0,4,"joder, en fin, dudo que el robot tener bourbon y no yo aptese tres en uno con cola, al menos que no haber, literalmente, nada mas que beber"
79,0,Eso dije yo,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,eso decir yo
80,0,"A caso no ven. Ya que estamos en esto, deberíamos reemplazar el balón por un globo. Y quién atrape el globo correrá mientras el resto de los jugadores se abrazan",0,33,29,18,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,1,2,5,0,0,0,0,0,36,9,0,0,6,"a caso no ver. ya que estar en este, debeer reemplazar el balon por uno globo. y quien atrape el globo correr mientras el resto de el jugador el abrazar"
81,0,En tu casa,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,en tu casa
82,0,Esperé que ya haya pasado. Creía que iban a reformar este sitio,0,13,12,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,0,0,0,0,0,1,4,0,0,0,espere que ya haber pasar. creer que ir a reformar este sitio
83,0,"Ha contratado a un canguro, hola soy Maní",0,9,9,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,0,0,1,4,0,0,0,"haber contratar a uno canguro, hola soy mani"
84,0,"Oh, no porque bastante tenías con tirarte a acero, luego a cristal o",0,15,13,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,3,0,0,0,0,1,0,4,1,0,7,2,"oh, no porque bastante tenia con tirarte a acero, luego a cristal o"
85,0,"Mucho, venga, ahora meta la secuencia de datos...",0,11,10,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,1,0,0,0,0,0,4,1,0,0,0,"mucho, venir, ahora metar el secuencia de dato..."
86,0,Me busco a una canguro,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,yo buscar a uno canguro
87,0,"Chicos, no entiendo el futbol. Por eso, creo que soy mal jugando",0,15,14,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,1,1,0,0,0,0,1,4,0,0,0,"chicos, no entender el futbol. por ese, creer que ser mal jugar"
88,0,"Después de apuñalarme, literalmente, por la espalda",1,9,8,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,"despues de apuñalar yo, literalmente, por el espalda"
89,0,Quiero decir que esa es la única puerta,0,8,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,querer decir que ese ser el unico puerta
90,0,"No, en esto no. ¿Qué hay del interior cremoso que nos hablaste? Esa que creemos que llevas dentro y que hace que seamos mejor jugadores del mundo",0,31,26,15,3,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,7,4,1,3,0,0,0,0,0,0,9,9,0,0,3,"no, en este no. ¿que haber del interior cremoso que yo hablastir? ese que creer que llevar dentro y que hacer que ser mejor jugador del mundo"
91,0,"Este gran juego no se basa en jugadas. Se basa en camaradería y en la compasión. Y cuando miro en este vestidor, veo algunos de los chicos más amables y compasibles que he conocido. Tú Ken, eres más amable que cualquiera y Cuide, tú, abrazas mejor que cualquiera en este campo de juego",3,60,41,32,4,3,4,0,0,0,0,0,0,0,0,0,0,0,10,4,8,5,4,3,5,2,0,0,0,0,100,16,0,0,40,"este gran juego no el basar en jugada. el basar en camaraderia y en el compasion. y cuando mirar en este vestidor, ver alguno de el chico mas amable y compasibl que haber conocer. tu ken, ser mas amable que cualquiera y cuide, tu, abraza mejor que cualquiera en este campo de juego"
92,1,"Oh, parece que algunos ex jugadores de NFL están entrando al campo. Está Martín Gregor por seguridad y el defensor Jim Harris. Parece que lleva los pantalones en tobillos. Alguien debería avisárselo. Y el excelente Mike Tetilla que parece estar horneando un pastel imaginario",5,49,42,31,5,6,1,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,2,0,4,7,0,0,1,0,49,25,0,31,14,"oh, parecer que alguno ex jugador de nfl estar entrar al campo. estar martin gregor por seguridad y el defensor jim harris. parecer que llevar el pantalon en tobillo. alguien deber avisarselo. y el excelente mike tetilla que parecer estar hornear uno pastel imaginario"
93,0,"No, es quien lo negó, lo proveyó",0,9,7,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,"no, ser quien el negar, el proveer"
94,0,¡Está en la caja fuerte!,1,7,7,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,¡estar en el caja fuerte!
95,0,¿Qué ha dicho?,1,5,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,¿que haber decir?
96,0,"No me jodas, Mani",0,5,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,"no yo jodir , mani"
97,0,Te pido que no sigas,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,tu pedir que no sigar
98,0,"Oh, por Dios bendito",1,5,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,4,0,"oh, por dios bendito"
99,0,"Ciérrate la boca, eres un idiota",1,7,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,4,4,0,0,0,"cierrate el boca, ser uno idiota"
100,0,"Ah, lo siento, da igual",0,7,6,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,4,0,"ah, el sentir, dar igual"
101,1,"Gracias, doctor, muchas gracias",0,6,5,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,"gracias, doctor, mucho gracia"
